0,2038.197926
1,1598.853626
2,1217.735678
3,1164.802630
4,878.964169
5,799.564597
6,704.285110
7,614.298928
8,508.432832
9,508.432832
10,481.966308
11,529.606051
12,466.086393
13,402.566735
14,328.460468
15,413.153345
16,444.913174
17,286.114029
18,259.647505
19,254.354200
20,243.767590
21,270.234115
22,169.661323
23,243.767590
24,164.368018
25,174.954628
26,185.541237
27,243.767590
28,174.954628
29,212.007761
30,153.781408
31,190.834542
32,153.781408
33,137.901494
34,153.781408
35,132.608189
36,159.074713
37,153.781408
38,137.901494
39,127.314884
40,169.661323
41,132.608189
42,95.555055
43,122.021579
44,95.555055
45,137.901494
46,206.714457
47,143.194799
48,127.314884
49,122.021579
50,122.021579
51,116.728275
52,116.728275
53,106.141665
54,137.901494
55,137.901494
56,116.728275
57,111.434970
58,122.021579
59,122.021579
60,153.781408
61,106.141665
62,122.021579
63,116.728275
64,111.434970
65,137.901494
66,90.261751
67,84.968446
68,90.261751
69,84.968446
70,69.088531
71,84.968446
72,74.381836
73,122.021579
74,90.261751
75,111.434970
76,111.434970
77,79.675141
78,69.088531
79,95.555055
80,58.501922
81,127.314884
82,90.261751
83,122.021579
84,100.848360
85,42.622007
86,53.208617
87,63.795226
88,63.795226
89,90.261751
90,84.968446
91,95.555055
92,58.501922
93,106.141665
94,42.622007
95,74.381836
96,84.968446
97,74.381836
98,100.848360
99,53.208617
100,58.501922
101,90.261751
102,90.261751
103,74.381836
104,69.088531
105,100.848360
106,74.381836
107,53.208617
108,95.555055
109,47.915312
110,90.261751
111,84.968446
112,58.501922
113,90.261751
114,58.501922
115,58.501922
116,63.795226
117,37.328702
118,74.381836
119,69.088531
120,42.622007
121,95.555055
122,79.675141
123,79.675141
124,53.208617
125,47.915312
126,63.795226
127,63.795226
128,69.088531
129,53.208617
130,32.035397
131,53.208617
132,58.501922
133,42.622007
134,42.622007
135,79.675141
136,32.035397
137,37.328702
138,47.915312
139,58.501922
140,53.208617
141,42.622007
142,32.035397
143,58.501922
144,32.035397
145,42.622007
146,53.208617
147,42.622007
148,47.915312
149,53.208617
150,53.208617
151,58.501922
152,47.915312
153,53.208617
154,26.742093
155,63.795226
156,58.501922
157,47.915312
158,37.328702
159,37.328702
160,47.915312
161,37.328702
162,42.622007
163,42.622007
164,63.795226
165,53.208617
166,32.035397
167,47.915312
168,63.795226
169,42.622007
170,53.208617
171,37.328702
172,63.795226
173,47.915312
174,63.795226
175,58.501922
176,42.622007
177,58.501922
178,42.622007
179,47.915312
180,53.208617
181,21.448788
182,37.328702
183,47.915312
184,37.328702
185,37.328702
186,47.915312
187,26.742093
188,42.622007
189,42.622007
190,32.035397
191,53.208617
192,69.088531
193,32.035397
194,32.035397
195,42.622007
196,37.328702
197,58.501922
198,42.622007
199,37.328702
200,42.622007
201,37.328702
202,21.448788
203,37.328702
204,26.742093
205,58.501922
206,37.328702
207,53.208617
208,21.448788
209,42.622007
210,32.035397
211,37.328702
212,32.035397
213,42.622007
214,42.622007
215,37.328702
216,21.448788
217,53.208617
218,37.328702
219,47.915312
220,32.035397
221,63.795226
222,47.915312
223,37.328702
224,21.448788
225,26.742093
226,47.915312
227,26.742093
228,32.035397
229,47.915312
230,26.742093
231,26.742093
232,47.915312
233,32.035397
234,47.915312
235,26.742093
236,26.742093
237,42.622007
238,32.035397
239,32.035397
240,42.622007
241,32.035397
242,37.328702
243,42.622007
244,32.035397
245,16.155483
246,26.742093
247,37.328702
248,21.448788
249,53.208617
250,53.208617
251,32.035397
252,53.208617
253,42.622007
254,32.035397
255,37.328702
256,26.742093
257,16.155483
258,42.622007
259,58.501922
260,47.915312
261,16.155483
262,37.328702
263,42.622007
264,32.035397
265,21.448788
266,21.448788
267,21.448788
268,16.155483
269,32.035397
270,53.208617
271,21.448788
272,42.622007
273,37.328702
274,26.742093
275,32.035397
276,37.328702
277,26.742093
278,42.622007
279,21.448788
280,26.742093
281,37.328702
282,26.742093
283,37.328702
284,26.742093
285,32.035397
286,16.155483
287,37.328702
288,32.035397
289,32.035397
290,37.328702
291,26.742093
292,37.328702
293,47.915312
294,21.448788
295,32.035397
296,21.448788
297,32.035397
298,47.915312
299,42.622007
300,21.448788
301,32.035397
302,26.742093
303,32.035397
304,26.742093
305,47.915312
306,32.035397
307,37.328702
308,26.742093
309,26.742093
310,26.742093
311,37.328702
312,32.035397
313,42.622007
314,16.155483
315,10.862178
316,32.035397
317,26.742093
318,32.035397
319,32.035397
320,32.035397
321,21.448788
